case,journey_type_id,journey_label,signature_str,n_traces
re2ob_productcatalogservice_mem_2,frontend::AddItem,frontend::AddItem,AddItem,1
re2ob_productcatalogservice_mem_2,frontend::AddItem+GetProduct,Add To Cart,AddItem+GetProduct,1627
re2ob_productcatalogservice_mem_2,frontend::Convert,frontend::Convert,Convert,2
re2ob_productcatalogservice_mem_2,frontend::Convert+GetAds+GetCart+GetProduct+GetSupportedCurrencies+ListRecommendations,Product Detail View,Convert+GetAds+GetCart+GetProduct+GetSupportedCurrencies+ListRecommendations,6778
re2ob_productcatalogservice_mem_2,frontend::Convert+GetAds+GetCart+GetSupportedCurrencies+ListProducts,Home Page View,Convert+GetAds+GetCart+GetSupportedCurrencies+ListProducts,1563
re2ob_productcatalogservice_mem_2,frontend::Convert+GetAds+GetCart+ListProducts,frontend::Convert+GetAds+GetCart+ListProducts,Convert+GetAds+GetCart+ListProducts,5
re2ob_productcatalogservice_mem_2,frontend::Convert+GetCart+GetProduct+GetQuote+GetSupportedCurrencies+ListRecommendations,Cart View,Convert+GetCart+GetProduct+GetQuote+GetSupportedCurrencies+ListRecommendations,3136
re2ob_productcatalogservice_mem_2,frontend::Convert+GetCart+GetProduct+GetSupportedCurrencies+ListRecommendations,frontend::Convert+GetCart+GetProduct+GetSupportedCurrencies+ListRecommendations,Convert+GetCart+GetProduct+GetSupportedCurrencies+ListRecommendations,2
re2ob_productcatalogservice_mem_2,frontend::Convert+GetProduct,frontend::Convert+GetProduct,Convert+GetProduct,6
re2ob_productcatalogservice_mem_2,frontend::Convert+GetProduct+GetQuote,frontend::Convert+GetProduct+GetQuote,Convert+GetProduct+GetQuote,4
re2ob_productcatalogservice_mem_2,frontend::Convert+GetProduct+GetQuote+GetSupportedCurrencies,frontend::Convert+GetProduct+GetQuote+GetSupportedCurrencies,Convert+GetProduct+GetQuote+GetSupportedCurrencies,1
re2ob_productcatalogservice_mem_2,frontend::Convert+GetProduct+GetQuote+ListRecommendations,frontend::Convert+GetProduct+GetQuote+ListRecommendations,Convert+GetProduct+GetQuote+ListRecommendations,1
re2ob_productcatalogservice_mem_2,frontend::Convert+GetQuote,frontend::Convert+GetQuote,Convert+GetQuote,1
re2ob_productcatalogservice_mem_2,frontend::GetAds,frontend::GetAds,GetAds,1
re2ob_productcatalogservice_mem_2,frontend::GetAds+GetCart+GetProduct+GetSupportedCurrencies,frontend::GetAds+GetCart+GetProduct+GetSupportedCurrencies,GetAds+GetCart+GetProduct+GetSupportedCurrencies,1
re2ob_productcatalogservice_mem_2,frontend::GetAds+GetProduct,frontend::GetAds+GetProduct,GetAds+GetProduct,13
re2ob_productcatalogservice_mem_2,frontend::GetAds+GetProduct+GetSupportedCurrencies,frontend::GetAds+GetProduct+GetSupportedCurrencies,GetAds+GetProduct+GetSupportedCurrencies,1
re2ob_productcatalogservice_mem_2,frontend::GetAds+GetProduct+ListRecommendations,frontend::GetAds+GetProduct+ListRecommendations,GetAds+GetProduct+ListRecommendations,1
re2ob_productcatalogservice_mem_2,frontend::GetProduct,frontend::GetProduct,GetProduct,7
re2ob_productcatalogservice_mem_2,frontend::GetProduct+GetSupportedCurrencies,frontend::GetProduct+GetSupportedCurrencies,GetProduct+GetSupportedCurrencies,1
re2ob_productcatalogservice_mem_2,frontend::GetProduct+GetSupportedCurrencies+ListRecommendations+PlaceOrder,Place Order,GetProduct+GetSupportedCurrencies+ListRecommendations+PlaceOrder,531
re2ob_productcatalogservice_mem_2,frontend::GetSupportedCurrencies+ListProducts,frontend::GetSupportedCurrencies+ListProducts,GetSupportedCurrencies+ListProducts,1
re2ob_productcatalogservice_mem_2,frontend::empty,frontend::empty,(empty),1300
re2ob_productcatalogservice_mem_2,direct::hipstershop.CurrencyService/Convert,hipstershop.CurrencyService/Convert (direct),Convert,1881
