case,journey_type_id,journey_label,signature_str,n_traces
re2ob_productcatalogservice_mem_1,frontend::AddItem+GetProduct,Add To Cart,AddItem+GetProduct,1579
re2ob_productcatalogservice_mem_1,frontend::Convert+GetAds+GetCart+GetProduct+GetSupportedCurrencies+ListRecommendations,Product Detail View,Convert+GetAds+GetCart+GetProduct+GetSupportedCurrencies+ListRecommendations,6822
re2ob_productcatalogservice_mem_1,frontend::Convert+GetAds+GetCart+GetSupportedCurrencies+ListProducts,Home Page View,Convert+GetAds+GetCart+GetSupportedCurrencies+ListProducts,1572
re2ob_productcatalogservice_mem_1,frontend::Convert+GetCart+GetProduct+GetQuote+GetSupportedCurrencies+ListRecommendations,Cart View,Convert+GetCart+GetProduct+GetQuote+GetSupportedCurrencies+ListRecommendations,3122
re2ob_productcatalogservice_mem_1,frontend::Convert+GetCart+GetProduct+GetSupportedCurrencies+ListRecommendations,frontend::Convert+GetCart+GetProduct+GetSupportedCurrencies+ListRecommendations,Convert+GetCart+GetProduct+GetSupportedCurrencies+ListRecommendations,9
re2ob_productcatalogservice_mem_1,frontend::Convert+GetCart+GetQuote+GetSupportedCurrencies+ListRecommendations,frontend::Convert+GetCart+GetQuote+GetSupportedCurrencies+ListRecommendations,Convert+GetCart+GetQuote+GetSupportedCurrencies+ListRecommendations,1
re2ob_productcatalogservice_mem_1,frontend::GetCart+GetProduct+GetSupportedCurrencies+ListRecommendations,frontend::GetCart+GetProduct+GetSupportedCurrencies+ListRecommendations,GetCart+GetProduct+GetSupportedCurrencies+ListRecommendations,1
re2ob_productcatalogservice_mem_1,frontend::GetCart+GetSupportedCurrencies+ListRecommendations,frontend::GetCart+GetSupportedCurrencies+ListRecommendations,GetCart+GetSupportedCurrencies+ListRecommendations,2
re2ob_productcatalogservice_mem_1,frontend::GetProduct,frontend::GetProduct,GetProduct,5
re2ob_productcatalogservice_mem_1,frontend::GetProduct+GetSupportedCurrencies+ListRecommendations+PlaceOrder,Place Order,GetProduct+GetSupportedCurrencies+ListRecommendations+PlaceOrder,520
re2ob_productcatalogservice_mem_1,frontend::GetProduct+ListRecommendations+PlaceOrder,frontend::GetProduct+ListRecommendations+PlaceOrder,GetProduct+ListRecommendations+PlaceOrder,1
re2ob_productcatalogservice_mem_1,frontend::GetSupportedCurrencies+ListProducts,frontend::GetSupportedCurrencies+ListProducts,GetSupportedCurrencies+ListProducts,1
re2ob_productcatalogservice_mem_1,frontend::GetSupportedCurrencies+ListRecommendations+PlaceOrder,frontend::GetSupportedCurrencies+ListRecommendations+PlaceOrder,GetSupportedCurrencies+ListRecommendations+PlaceOrder,2
re2ob_productcatalogservice_mem_1,frontend::ListRecommendations+PlaceOrder,frontend::ListRecommendations+PlaceOrder,ListRecommendations+PlaceOrder,2
re2ob_productcatalogservice_mem_1,frontend::empty,frontend::empty,(empty),1333
re2ob_productcatalogservice_mem_1,direct::hipstershop.CurrencyService/Convert,hipstershop.CurrencyService/Convert (direct),Convert,1823
