case,journey_type_id,journey_label,signature_str,n_traces
re2ob_productcatalogservice_loss_2,frontend::AddItem+GetProduct,Add To Cart,AddItem+GetProduct,1339
re2ob_productcatalogservice_loss_2,frontend::Convert+GetAds+GetCart+GetProduct+GetSupportedCurrencies+ListRecommendations,Product Detail View,Convert+GetAds+GetCart+GetProduct+GetSupportedCurrencies+ListRecommendations,5850
re2ob_productcatalogservice_loss_2,frontend::Convert+GetAds+GetCart+GetSupportedCurrencies+ListProducts,Home Page View,Convert+GetAds+GetCart+GetSupportedCurrencies+ListProducts,1324
re2ob_productcatalogservice_loss_2,frontend::Convert+GetCart+GetProduct+GetQuote+GetSupportedCurrencies+ListRecommendations,Cart View,Convert+GetCart+GetProduct+GetQuote+GetSupportedCurrencies+ListRecommendations,2608
re2ob_productcatalogservice_loss_2,frontend::Convert+GetCart+GetProduct+GetSupportedCurrencies+ListRecommendations,frontend::Convert+GetCart+GetProduct+GetSupportedCurrencies+ListRecommendations,Convert+GetCart+GetProduct+GetSupportedCurrencies+ListRecommendations,1
re2ob_productcatalogservice_loss_2,frontend::Convert+GetCart+GetQuote+GetSupportedCurrencies+ListRecommendations,frontend::Convert+GetCart+GetQuote+GetSupportedCurrencies+ListRecommendations,Convert+GetCart+GetQuote+GetSupportedCurrencies+ListRecommendations,23
re2ob_productcatalogservice_loss_2,frontend::GetCart+GetProduct+GetSupportedCurrencies+ListRecommendations,frontend::GetCart+GetProduct+GetSupportedCurrencies+ListRecommendations,GetCart+GetProduct+GetSupportedCurrencies+ListRecommendations,13
re2ob_productcatalogservice_loss_2,frontend::GetProduct,frontend::GetProduct,GetProduct,118
re2ob_productcatalogservice_loss_2,frontend::GetProduct+GetSupportedCurrencies+ListRecommendations+PlaceOrder,Place Order,GetProduct+GetSupportedCurrencies+ListRecommendations+PlaceOrder,401
re2ob_productcatalogservice_loss_2,frontend::GetSupportedCurrencies+ListProducts,frontend::GetSupportedCurrencies+ListProducts,GetSupportedCurrencies+ListProducts,17
re2ob_productcatalogservice_loss_2,frontend::GetSupportedCurrencies+ListRecommendations+PlaceOrder,frontend::GetSupportedCurrencies+ListRecommendations+PlaceOrder,GetSupportedCurrencies+ListRecommendations+PlaceOrder,15
re2ob_productcatalogservice_loss_2,frontend::PlaceOrder,frontend::PlaceOrder,PlaceOrder,16
re2ob_productcatalogservice_loss_2,frontend::empty,frontend::empty,(empty),1156
re2ob_productcatalogservice_loss_2,direct::hipstershop.CurrencyService/Convert,hipstershop.CurrencyService/Convert (direct),Convert,1461
