case,journey_type_id,journey_label,signature_str,n_traces
re2ob_productcatalogservice_loss_3,frontend::AddItem+GetProduct,Add To Cart,AddItem+GetProduct,1703
re2ob_productcatalogservice_loss_3,frontend::Convert+GetAds+GetCart+GetProduct+GetSupportedCurrencies+ListRecommendations,Product Detail View,Convert+GetAds+GetCart+GetProduct+GetSupportedCurrencies+ListRecommendations,7072
re2ob_productcatalogservice_loss_3,frontend::Convert+GetAds+GetCart+GetSupportedCurrencies+ListProducts,Home Page View,Convert+GetAds+GetCart+GetSupportedCurrencies+ListProducts,1695
re2ob_productcatalogservice_loss_3,frontend::Convert+GetCart+GetProduct+GetQuote+GetSupportedCurrencies+ListRecommendations,Cart View,Convert+GetCart+GetProduct+GetQuote+GetSupportedCurrencies+ListRecommendations,3342
re2ob_productcatalogservice_loss_3,frontend::Convert+GetCart+GetProduct+GetSupportedCurrencies+ListRecommendations,frontend::Convert+GetCart+GetProduct+GetSupportedCurrencies+ListRecommendations,Convert+GetCart+GetProduct+GetSupportedCurrencies+ListRecommendations,9
re2ob_productcatalogservice_loss_3,frontend::Convert+GetCart+GetQuote+GetSupportedCurrencies+ListRecommendations,frontend::Convert+GetCart+GetQuote+GetSupportedCurrencies+ListRecommendations,Convert+GetCart+GetQuote+GetSupportedCurrencies+ListRecommendations,9
re2ob_productcatalogservice_loss_3,frontend::GetCart+GetSupportedCurrencies+ListRecommendations,frontend::GetCart+GetSupportedCurrencies+ListRecommendations,GetCart+GetSupportedCurrencies+ListRecommendations,1
re2ob_productcatalogservice_loss_3,frontend::GetProduct,frontend::GetProduct,GetProduct,43
re2ob_productcatalogservice_loss_3,frontend::GetProduct+GetSupportedCurrencies+ListRecommendations+PlaceOrder,Place Order,GetProduct+GetSupportedCurrencies+ListRecommendations+PlaceOrder,555
re2ob_productcatalogservice_loss_3,frontend::GetSupportedCurrencies+ListProducts,frontend::GetSupportedCurrencies+ListProducts,GetSupportedCurrencies+ListProducts,13
re2ob_productcatalogservice_loss_3,frontend::GetSupportedCurrencies+ListRecommendations+PlaceOrder,frontend::GetSupportedCurrencies+ListRecommendations+PlaceOrder,GetSupportedCurrencies+ListRecommendations+PlaceOrder,4
re2ob_productcatalogservice_loss_3,frontend::PlaceOrder,frontend::PlaceOrder,PlaceOrder,4
re2ob_productcatalogservice_loss_3,frontend::empty,frontend::empty,(empty),1438
re2ob_productcatalogservice_loss_3,direct::hipstershop.CurrencyService/Convert,hipstershop.CurrencyService/Convert (direct),Convert,1944
