case,journey_type_id,journey_label,signature_str,n_traces
re2ob_productcatalogservice_delay_3,frontend::AddItem+GetProduct,Add To Cart,AddItem+GetProduct,1819
re2ob_productcatalogservice_delay_3,frontend::Convert+GetAds+GetCart+GetProduct+GetSupportedCurrencies+ListRecommendations,Product Detail View,Convert+GetAds+GetCart+GetProduct+GetSupportedCurrencies+ListRecommendations,7866
re2ob_productcatalogservice_delay_3,frontend::Convert+GetAds+GetCart+GetSupportedCurrencies+ListProducts,Home Page View,Convert+GetAds+GetCart+GetSupportedCurrencies+ListProducts,1762
re2ob_productcatalogservice_delay_3,frontend::Convert+GetCart+GetProduct+GetQuote+GetSupportedCurrencies+ListRecommendations,Cart View,Convert+GetCart+GetProduct+GetQuote+GetSupportedCurrencies+ListRecommendations,3638
re2ob_productcatalogservice_delay_3,frontend::Convert+GetCart+GetProduct+GetSupportedCurrencies+ListRecommendations,frontend::Convert+GetCart+GetProduct+GetSupportedCurrencies+ListRecommendations,Convert+GetCart+GetProduct+GetSupportedCurrencies+ListRecommendations,5
re2ob_productcatalogservice_delay_3,frontend::Convert+GetCart+GetSupportedCurrencies+ListProducts,frontend::Convert+GetCart+GetSupportedCurrencies+ListProducts,Convert+GetCart+GetSupportedCurrencies+ListProducts,1
re2ob_productcatalogservice_delay_3,frontend::GetCart+GetProduct+GetSupportedCurrencies+ListRecommendations,frontend::GetCart+GetProduct+GetSupportedCurrencies+ListRecommendations,GetCart+GetProduct+GetSupportedCurrencies+ListRecommendations,2
re2ob_productcatalogservice_delay_3,frontend::GetProduct,frontend::GetProduct,GetProduct,1
re2ob_productcatalogservice_delay_3,frontend::GetProduct+GetSupportedCurrencies+ListRecommendations+PlaceOrder,Place Order,GetProduct+GetSupportedCurrencies+ListRecommendations+PlaceOrder,603
re2ob_productcatalogservice_delay_3,frontend::GetSupportedCurrencies+ListProducts,frontend::GetSupportedCurrencies+ListProducts,GetSupportedCurrencies+ListProducts,1
re2ob_productcatalogservice_delay_3,frontend::ListRecommendations+PlaceOrder,frontend::ListRecommendations+PlaceOrder,ListRecommendations+PlaceOrder,1
re2ob_productcatalogservice_delay_3,frontend::PlaceOrder,frontend::PlaceOrder,PlaceOrder,1
re2ob_productcatalogservice_delay_3,frontend::empty,frontend::empty,(empty),1478
re2ob_productcatalogservice_delay_3,orphaned::hipstershop.CurrencyService/Convert,hipstershop.CurrencyService/Convert (orphaned root),Convert,2092
