case,journey_type_id,journey_label,signature_str,n_traces
re2ob_productcatalogservice_delay_2,frontend::AddItem+GetProduct,Add To Cart,AddItem+GetProduct,1837
re2ob_productcatalogservice_delay_2,frontend::Convert+GetAds+GetCart+GetProduct+GetSupportedCurrencies+ListRecommendations,Product Detail View,Convert+GetAds+GetCart+GetProduct+GetSupportedCurrencies+ListRecommendations,7862
re2ob_productcatalogservice_delay_2,frontend::Convert+GetAds+GetCart+GetSupportedCurrencies+ListProducts,Home Page View,Convert+GetAds+GetCart+GetSupportedCurrencies+ListProducts,1685
re2ob_productcatalogservice_delay_2,frontend::Convert+GetCart+GetProduct+GetQuote+GetSupportedCurrencies+ListRecommendations,Cart View,Convert+GetCart+GetProduct+GetQuote+GetSupportedCurrencies+ListRecommendations,3659
re2ob_productcatalogservice_delay_2,frontend::Convert+GetCart+GetProduct+GetSupportedCurrencies,frontend::Convert+GetCart+GetProduct+GetSupportedCurrencies,Convert+GetCart+GetProduct+GetSupportedCurrencies,1
re2ob_productcatalogservice_delay_2,frontend::Convert+GetCart+GetProduct+GetSupportedCurrencies+ListRecommendations,frontend::Convert+GetCart+GetProduct+GetSupportedCurrencies+ListRecommendations,Convert+GetCart+GetProduct+GetSupportedCurrencies+ListRecommendations,8
re2ob_productcatalogservice_delay_2,frontend::GetCart+GetProduct+GetSupportedCurrencies+ListRecommendations,frontend::GetCart+GetProduct+GetSupportedCurrencies+ListRecommendations,GetCart+GetProduct+GetSupportedCurrencies+ListRecommendations,2
re2ob_productcatalogservice_delay_2,frontend::GetCart+GetSupportedCurrencies+ListRecommendations,frontend::GetCart+GetSupportedCurrencies+ListRecommendations,GetCart+GetSupportedCurrencies+ListRecommendations,1
re2ob_productcatalogservice_delay_2,frontend::GetProduct,frontend::GetProduct,GetProduct,1
re2ob_productcatalogservice_delay_2,frontend::GetProduct+GetSupportedCurrencies+ListRecommendations+PlaceOrder,Place Order,GetProduct+GetSupportedCurrencies+ListRecommendations+PlaceOrder,635
re2ob_productcatalogservice_delay_2,frontend::PlaceOrder,frontend::PlaceOrder,PlaceOrder,1
re2ob_productcatalogservice_delay_2,frontend::empty,frontend::empty,(empty),1447
re2ob_productcatalogservice_delay_2,orphaned::hipstershop.CurrencyService/Convert,hipstershop.CurrencyService/Convert (orphaned root),Convert,2138
